price,bedrooms,bathrooms,accommodates,parking_spaces,square_meters,pool,garden,security,pet_friendly,near_beach,location_score,property_age,description_length,num_photos,has_agency,property_type_id
1890000.0,1,1,3,0.0,1456.0,0,0,0,0,1,7,10,832,7,1,8
1890000.0,2,2,5,2.0,0.0,1,1,0,1,1,7,10,1152,25,1,4
1890000.0,2,2,5,2.0,0.0,1,1,0,1,1,7,10,1091,27,1,4
1895000.0,3,3,7,2.0,0.0,0,0,1,0,1,7,10,369,29,1,4
1895000.0,3,3,7,4.0,0.0,0,0,1,0,1,7,10,1432,20,1,4
1895000.0,3,3,7,4.0,0.0,1,1,0,1,1,7,10,640,24,1,4
1895000.0,3,3,7,4.0,0.0,0,1,0,1,1,7,10,671,16,1,4
1895000.0,3,3,7,6.0,0.0,1,1,1,1,1,7,10,1215,21,1,4
1895000.0,3,3,7,5.0,500.0,0,1,0,1,1,7,10,2028,21,1,4
1900000.0,1,1,3,0.0,0.0,0,0,0,0,1,9,10,564,11,1,8
1920000.0,2,1,5,0.0,0.0,0,1,0,0,0,7,10,1321,13,1,4
1950000.0,3,2,7,6.0,0.0,0,0,1,1,1,9,10,628,17,1,4
1950000.0,2,1,5,0.0,0.0,0,1,0,1,0,7,10,753,37,1,4
1980000.0,3,2,7,4.0,0.0,0,1,0,1,1,8,10,1113,18,1,4
1985000.0,6,2,13,6.0,0.0,0,0,0,0,0,7,10,1220,37,1,4
1995000.0,3,3,7,2.0,0.0,0,0,0,1,1,7,10,1512,13,1,4
1995000.0,3,3,7,3.0,0.0,0,1,0,1,0,7,10,417,15,1,4
1995000.0,1,1,3,0.0,977.0,0,0,0,0,1,8,10,851,9,1,8
1999000.0,3,2,7,6.0,0.0,0,1,0,1,1,7,10,1405,32,1,4
2100000.0,2,1,5,6.0,0.0,0,1,1,1,1,7,10,1910,52,1,4
2100000.0,2,1,5,2.0,0.0,0,1,1,1,1,7,10,3563,24,1,4
2100000.0,2,1,5,6.0,0.0,0,1,1,1,1,7,10,1460,24,1,4
2100000.0,3,3,7,4.0,0.0,0,1,0,1,0,7,10,1585,20,1,4
2100000.0,1,1,3,0.0,828.0,0,0,1,0,1,8,10,1107,25,1,8
2150000.0,1,1,3,0.0,1141.0,0,0,0,0,1,8,10,2496,10,1,11
2150000.0,2,2,5,4.0,0.0,0,1,0,1,0,7,10,1792,41,1,4
