price,bedrooms,bathrooms,accommodates,parking_spaces,square_meters,pool,garden,security,pet_friendly,near_beach,location_score,property_age,description_length,num_photos,has_agency,property_type_id
3950000.0,4,3,9,10.0,85.0,0,1,1,1,1,7,10,2004,46,1,4
3980000.0,1,1,3,0.0,0.0,0,0,0,0,1,9,10,924,5,1,8
3995000.0,4,4,9,4.0,0.0,0,1,0,1,0,7,10,1849,38,1,4
3995000.0,3,3,7,6.0,0.0,0,1,1,1,1,9,10,1660,40,1,4
3995000.0,4,3,9,4.0,0.0,0,1,0,1,1,7,10,868,31,1,4
3999000.0,4,4,9,6.0,0.0,0,0,0,1,1,7,10,1000,69,1,4
3999000.0,6,3,13,8.0,0.0,0,0,0,1,1,8,10,1389,37,1,4
4020000.0,4,2,9,7.0,0.0,0,1,0,1,0,7,10,931,18,1,4
4020000.0,4,2,9,5.0,0.0,0,0,0,1,0,7,10,1213,31,1,4
4150000.0,3,3,7,6.0,250.0,1,1,0,1,1,8,10,1077,62,1,4
4190000.0,4,4,9,4.0,0.0,0,1,0,0,1,7,10,1413,35,1,4
4190000.0,4,3,9,2.0,0.0,1,1,1,1,1,7,10,1243,40,1,4
4200000.0,3,2,7,6.0,0.0,0,1,0,1,0,7,10,1373,48,1,4
4200000.0,5,4,11,8.0,620.0,0,1,1,1,1,7,10,1971,55,1,4
4200000.0,5,4,11,4.0,0.0,0,0,0,0,1,7,10,511,27,1,4
4200000.0,4,2,9,6.0,0.0,0,1,0,0,0,7,10,806,38,1,4
4200000.0,3,2,7,6.0,0.0,0,1,1,1,0,7,10,1439,33,1,4
4250000.0,3,2,7,6.0,0.0,1,1,1,1,1,9,10,1467,19,1,4
4250000.0,3,2,7,4.0,0.0,0,1,0,1,1,7,10,1078,27,1,4
4250000.0,1,1,3,0.0,0.0,0,0,0,0,1,8,10,533,9,1,8
4250000.0,3,2,7,6.0,0.0,0,1,0,1,1,8,10,970,25,1,4
4250000.0,4,3,9,4.0,0.0,0,1,1,0,1,9,10,1675,24,1,4
4250000.0,6,3,13,10.0,0.0,1,1,0,1,1,7,10,1776,34,1,4
4290000.0,3,2,7,6.0,0.0,0,1,0,1,1,8,10,1065,26,1,4
4295000.0,3,2,7,6.0,0.0,0,1,0,1,1,9,10,854,55,1,4
4295000.0,3,2,7,6.0,0.0,0,1,1,1,1,9,10,694,47,1,4
4300000.0,4,3,9,6.0,0.0,1,1,0,1,0,7,10,1455,71,1,4
4300000.0,3,2,7,8.0,0.0,1,1,1,1,1,9,10,1018,28,1,4
4300000.0,3,3,7,4.0,0.0,1,1,0,1,1,8,10,1935,37,1,4
4300000.0,3,2,7,2.0,0.0,0,1,0,1,1,8,10,1050,30,1,4
4350000.0,3,3,7,7.0,969.0,0,1,0,1,0,7,10,1490,27,1,4
4390000.0,4,3,9,6.0,162.0,0,1,1,1,1,7,10,1256,29,1,4
4395000.0,3,2,7,4.0,0.0,0,1,1,1,1,9,10,944,19,1,4
4399000.0,3,3,7,6.0,0.0,1,0,0,1,1,7,10,1198,61,1,4
4400000.0,3,2,7,8.0,0.0,0,1,0,1,0,7,10,1259,30,1,4
4450000.0,2,2,5,4.0,0.0,0,1,0,1,1,9,10,1646,20,1,4
4450000.0,3,3,7,6.0,0.0,1,0,0,1,1,9,10,975,42,1,4
4450000.0,5,3,11,3.0,0.0,1,1,0,1,1,8,10,923,33,1,4
4450000.0,5,3,11,4.0,0.0,1,1,0,1,1,9,10,2402,20,1,4
4450000.0,3,2,7,4.0,0.0,0,1,0,1,1,9,10,970,63,1,4
4450000.0,3,3,7,6.0,0.0,0,1,0,1,1,9,10,1006,15,1,4
4450000.0,3,2,7,6.0,0.0,1,1,0,1,1,9,10,1240,25,1,4
4450000.0,3,2,7,4.0,0.0,0,1,1,1,1,9,10,717,36,1,4
4450000.0,6,5,13,4.0,0.0,0,0,0,1,1,9,10,1483,18,1,4
4460000.0,4,3,9,4.0,0.0,0,1,0,1,1,7,10,1375,36,1,4
4490000.0,4,3,9,6.0,0.0,0,1,0,1,1,9,10,1141,38,1,4
4490000.0,3,2,7,6.0,0.0,1,1,1,1,1,9,10,1937,36,1,4
4495000.0,3,3,7,4.0,0.0,0,1,0,1,1,7,10,2593,36,1,4
4495000.0,5,4,11,4.0,0.0,0,1,0,1,1,9,10,622,26,1,4
4495000.0,5,4,11,6.0,0.0,0,1,0,1,1,9,10,2769,65,1,4
4495000.0,3,4,7,6.0,0.0,0,1,0,1,1,7,10,2423,34,1,4
4495000.0,4,3,9,4.0,0.0,0,1,1,0,1,9,10,1735,59,1,4
4495000.0,1,1,3,0.0,0.0,0,0,0,0,0,7,10,1499,46,1,11
4495000.0,4,3,9,4.0,0.0,0,1,0,0,1,8,10,1232,72,1,4
4500000.0,5,5,11,2.0,300.0,0,1,1,0,0,7,10,2429,43,1,4
4500000.0,5,4,11,10.0,0.0,0,1,0,1,0,7,10,1158,24,1,4
4500000.0,3,3,7,4.0,0.0,0,1,0,1,1,9,10,1161,31,1,4
4500000.0,4,3,9,4.0,0.0,0,1,1,1,1,8,10,893,24,1,4
4500000.0,2,2,5,4.0,0.0,0,1,1,1,1,8,10,1384,21,1,4
4500000.0,4,3,9,0.0,0.0,0,0,0,1,1,7,10,954,33,1,4
4500000.0,1,1,3,0.0,0.0,1,0,0,0,1,9,10,1281,15,1,8
4500000.0,3,2,7,5.0,0.0,1,1,0,1,1,9,10,1908,38,1,4
4500000.0,3,2,7,5.0,0.0,1,1,0,1,1,9,10,1243,37,1,4
4500000.0,5,5,11,4.0,700.0,1,0,0,0,0,7,10,1183,27,1,4
4500000.0,3,2,7,3.0,0.0,1,1,0,1,1,9,10,955,45,1,4
4500000.0,1,1,3,0.0,0.0,1,0,0,0,1,7,10,814,13,1,8
4500000.0,4,3,9,4.0,0.0,0,1,1,1,1,8,10,2024,32,1,4
4500000.0,3,2,7,5.0,0.0,1,1,0,1,1,9,10,1619,44,1,4
4500000.0,4,3,9,6.0,0.0,0,0,0,1,0,7,10,1538,29,1,4
4550000.0,1,3,3,14.0,0.0,0,1,0,1,0,7,10,3973,60,1,4
4550000.0,5,3,11,6.0,0.0,1,1,0,0,1,7,10,1567,6,1,4
4650000.0,3,3,7,6.0,0.0,1,1,1,1,0,7,10,1537,45,1,4
4700000.0,3,2,7,4.0,0.0,0,1,1,1,1,9,10,1264,22,1,4
4725000.0,1,1,3,0.0,0.0,0,0,0,0,0,7,10,1427,5,1,8
4725000.0,1,1,3,0.0,0.0,0,1,0,0,0,7,10,1543,14,1,8
4750000.0,3,2,7,7.0,0.0,0,1,1,1,1,9,10,763,26,1,4
4750000.0,4,4,9,3.0,500.0,1,0,0,1,1,7,10,2211,61,1,4
4750000.0,4,3,9,8.0,0.0,0,1,0,1,1,8,10,820,49,1,4
4750000.0,4,3,9,10.0,0.0,0,1,0,1,1,8,10,876,30,1,4
4750000.0,6,3,13,4.0,0.0,0,0,0,0,1,7,10,889,28,1,4
4750000.0,4,4,9,8.0,0.0,0,1,0,1,1,7,10,1273,42,1,4
4750000.0,3,3,7,6.0,0.0,0,1,0,1,1,9,10,1503,46,1,4
4800000.0,3,3,7,8.0,0.0,0,1,1,1,0,7,10,1680,33,1,4
4800000.0,5,3,11,6.0,0.0,0,1,1,0,0,7,10,1491,63,1,4
4800000.0,5,3,11,2.0,0.0,0,1,0,1,0,7,10,1361,35,1,4
4800000.0,5,3,11,2.0,0.0,0,1,0,1,0,7,10,1313,27,1,4
4800000.0,5,3,11,10.0,428.0,0,1,1,1,1,7,10,2604,38,1,4
4800000.0,2,2,5,4.0,858.0,0,1,1,1,0,7,10,3016,29,0,4
4800000.0,3,2,7,6.0,0.0,0,1,1,0,1,7,10,1084,36,1,4
4800000.0,3,2,7,2.0,0.0,0,1,0,1,1,9,10,959,29,1,4
4815000.0,1,1,3,0.0,0.0,1,0,1,0,1,7,10,2463,15,1,8
4850000.0,4,3,9,4.0,0.0,1,1,0,1,1,7,10,1477,37,1,4
4850000.0,4,3,9,4.0,0.0,1,1,0,1,1,7,10,1429,29,1,4
4850000.0,4,4,9,4.0,0.0,0,1,0,1,1,7,10,1634,27,1,4
4850000.0,4,4,9,2.0,0.0,0,1,0,1,1,7,10,1990,34,1,4
4895000.0,3,2,7,8.0,0.0,1,1,1,1,1,9,10,2630,28,1,4
4900000.0,2,2,5,3.0,0.0,0,0,0,1,1,9,10,852,12,0,5
4950000.0,7,4,15,5.0,0.0,1,1,0,1,0,7,10,1451,24,1,4
4950000.0,5,3,11,4.0,0.0,0,1,0,1,1,7,10,1273,24,1,4
4980000.0,5,4,11,8.0,0.0,0,1,1,1,1,7,10,2194,28,1,4
4990000.0,4,4,9,4.0,0.0,0,0,1,1,0,7,10,1580,35,1,4
4990000.0,4,2,9,4.0,0.0,0,1,0,1,1,8,10,1113,36,1,4
4990000.0,9,7,19,8.0,0.0,0,1,1,1,1,7,10,1535,40,1,4
4995000.0,3,3,7,6.0,0.0,1,1,1,1,1,9,10,1093,21,1,4
4995000.0,3,3,7,8.0,0.0,0,0,0,1,1,7,10,600,27,1,4
4995000.0,3,3,7,6.0,0.0,0,1,0,1,1,7,10,2539,51,1,4
4995000.0,3,2,7,4.0,0.0,0,1,0,1,1,9,10,684,20,1,4
4995000.0,3,3,7,6.0,260.0,0,1,0,1,1,7,10,2755,41,1,4
4995000.0,3,3,7,6.0,0.0,0,1,0,1,1,7,10,1736,50,1,4
4995000.0,3,2,7,4.0,0.0,0,1,1,1,1,7,10,2151,17,1,4
4995000.0,3,3,7,4.0,0.0,0,1,1,1,1,7,10,845,28,1,4
4995000.0,3,3,7,8.0,0.0,0,1,0,1,1,7,10,2403,99,1,4
4995000.0,3,2,7,5.0,0.0,1,1,0,1,1,9,10,1689,29,1,4
4995000.0,3,4,7,4.0,0.0,0,1,0,0,1,7,10,1974,37,1,4
4995000.0,3,3,7,4.0,1518.0,0,1,0,1,1,8,10,913,27,1,4
4995000.0,3,3,7,4.0,0.0,0,1,0,0,1,7,10,1813,53,1,4
4995000.0,3,2,7,6.0,0.0,1,1,0,0,1,9,10,1496,44,1,4
5000000.0,3,2,7,30.0,90.0,0,0,0,0,1,7,10,1400,13,1,10
5195000.0,3,2,7,6.0,0.0,0,1,1,1,1,9,10,1288,8,1,4
5195000.0,4,4,9,7.0,0.0,0,1,0,0,1,8,10,704,26,1,4
5195000.0,4,4,9,8.0,0.0,0,1,0,1,1,8,10,3079,38,1,4
5200000.0,4,3,9,6.0,0.0,1,1,0,1,1,7,10,1211,33,1,4
5200000.0,3,2,7,1.0,0.0,0,1,0,0,1,9,10,1119,38,1,4
5200000.0,1,1,3,0.0,0.0,0,0,0,0,1,9,10,294,8,1,8
5200000.0,2,2,5,4.0,763.0,0,1,0,1,1,9,10,1881,15,1,4
5200000.0,3,3,7,3.0,1121.0,0,1,0,0,1,9,10,2039,50,1,4
5200000.0,4,3,9,3.0,0.0,1,1,0,1,0,7,10,871,22,1,4
5200000.0,4,3,9,6.0,0.0,0,1,0,1,1,8,10,1430,41,1,4
5200000.0,4,3,9,6.0,0.0,0,0,1,1,1,7,10,1997,30,1,4
5200000.0,4,3,9,4.0,0.0,1,1,0,0,1,8,10,2727,29,1,4
5200000.0,2,2,5,3.0,70.0,1,1,0,1,1,8,10,1337,19,1,4
5250000.0,3,4,7,4.0,0.0,0,1,1,1,1,7,10,2073,23,1,4
5250000.0,2,2,5,4.0,0.0,0,1,0,1,0,7,10,2158,41,1,4
5250000.0,4,2,9,4.0,0.0,0,1,0,1,1,7,10,2382,33,1,4
5290000.0,4,4,9,4.0,0.0,0,0,0,1,1,7,10,1088,27,1,4
5299999.0,4,3,9,4.0,0.0,0,1,0,0,1,8,10,1789,11,1,4
5300000.0,3,2,7,4.0,0.0,0,1,0,1,1,7,10,1762,29,1,4
5300000.0,3,2,7,6.0,0.0,1,1,0,1,1,9,10,1060,21,1,4
5300000.0,4,3,9,4.0,0.0,0,1,0,1,1,7,10,1518,26,1,4
5300000.0,3,2,7,6.0,0.0,0,1,1,1,1,9,10,1297,38,1,4
5300000.0,6,6,13,6.0,0.0,0,1,0,1,1,7,10,1741,42,1,4
5350000.0,1,1,3,0.0,0.0,0,0,0,0,1,7,10,678,12,1,8
5350000.0,4,3,9,8.0,0.0,0,1,1,1,1,8,10,947,43,1,4
5350000.0,5,4,11,4.0,0.0,0,1,0,1,1,7,10,1587,40,1,4
5350000.0,1,1,3,0.0,0.0,0,0,0,0,1,7,10,754,14,1,11
5350000.0,1,1,3,0.0,1422.0,0,0,0,0,1,7,10,1784,8,1,8
5395000.0,4,6,9,8.0,0.0,1,1,0,1,1,9,10,1452,20,1,4
5400000.0,3,3,7,4.0,0.0,0,0,0,1,0,7,10,1056,15,1,4
5400000.0,1,1,3,0.0,0.0,0,1,0,0,1,7,10,1037,43,1,4
5400000.0,3,3,7,4.0,0.0,0,1,1,1,1,7,10,3310,90,1,4
5400000.0,4,3,9,8.0,0.0,1,1,1,1,1,7,10,1494,35,1,4
5400000.0,3,2,7,2.0,0.0,1,1,1,1,1,8,10,905,46,1,4
5400000.0,3,2,7,6.0,0.0,1,0,1,1,1,9,10,1130,44,1,4
5400000.0,3,2,7,7.0,0.0,1,1,0,1,1,9,10,1967,55,1,4
5450000.0,3,5,7,6.0,0.0,0,1,1,1,1,9,10,1202,21,1,4
5450000.0,3,3,7,4.0,0.0,0,1,0,0,1,9,10,2184,27,1,4
5450000.0,3,1,7,10.0,0.0,0,0,1,0,0,7,10,2039,22,1,10
5450000.0,4,5,9,10.0,0.0,1,1,1,1,1,9,10,1454,43,1,4
5490000.0,5,4,11,6.0,0.0,1,1,0,1,0,7,10,513,21,1,4
5495000.0,1,1,3,0.0,0.0,0,0,0,0,1,9,10,995,17,1,8
5495000.0,6,3,13,4.0,0.0,1,1,0,1,1,7,10,1455,30,1,4
5495000.0,5,3,11,6.0,0.0,1,1,0,1,1,9,10,2335,89,1,4
5495000.0,4,4,9,6.0,0.0,0,1,0,1,1,7,10,776,20,1,4
5499000.0,5,4,11,8.0,1021.0,0,1,1,1,1,9,10,2845,36,1,4
5500000.0,3,2,7,6.0,0.0,0,1,0,1,1,9,10,716,51,1,4
5500000.0,3,2,7,4.0,0.0,0,1,0,1,1,8,10,749,32,1,4
5500000.0,5,4,11,4.0,0.0,0,1,0,1,1,7,10,1452,36,1,4
5500000.0,1,1,3,0.0,0.0,0,0,0,0,0,7,10,582,8,1,10
5500000.0,3,2,7,8.0,0.0,0,1,0,1,1,8,10,1440,30,1,4
5500000.0,4,5,9,6.0,442.0,0,1,1,1,1,8,10,1952,53,1,4
5500000.0,2,1,5,0.0,0.0,0,1,0,0,0,7,10,1732,14,1,10
5500000.0,7,4,15,3.0,0.0,0,1,1,0,1,8,10,2365,31,1,4
5500000.0,1,2,3,3.0,0.0,0,0,0,1,1,7,10,366,13,1,5
5500000.0,3,2,7,6.0,0.0,0,1,0,1,1,9,10,908,33,1,4
5500000.0,5,5,11,7.0,0.0,0,1,1,1,0,7,10,795,35,1,4
5500000.0,1,1,3,0.0,0.0,0,0,0,0,0,7,10,794,20,1,10
5500000.0,1,1,3,0.0,0.0,1,0,0,0,1,7,10,1961,12,1,8
5625000.0,5,5,11,4.0,0.0,1,1,0,1,1,8,10,1681,27,1,4
5650000.0,4,3,9,6.0,0.0,1,1,0,1,1,9,10,863,22,1,4
5650000.0,4,3,9,4.0,0.0,1,1,0,1,1,9,10,1411,31,1,4
5650000.0,4,4,9,2.0,0.0,0,1,0,0,1,7,10,602,53,1,4
5700000.0,4,3,9,4.0,977.0,0,1,0,1,1,8,10,1848,13,1,4
5700000.0,2,3,5,1.0,0.0,0,0,0,0,0,7,10,1814,36,1,11
5700000.0,5,4,11,6.0,0.0,1,1,0,1,1,7,10,1547,53,1,4
5700000.0,3,2,7,5.0,0.0,1,1,0,1,1,9,10,1129,16,1,4
5700000.0,4,3,9,10.0,0.0,0,1,0,1,1,8,10,1041,43,1,4
5700000.0,3,3,7,6.0,0.0,0,1,0,1,1,9,10,1038,33,1,4
5770000.0,4,3,9,4.0,50.0,0,1,1,1,1,7,10,910,29,1,4
5800000.0,1,1,3,0.0,0.0,0,0,0,0,1,7,10,574,28,1,11
5850000.0,3,4,7,5.0,0.0,1,1,0,1,1,7,10,2097,56,1,4
5850000.0,3,3,7,4.0,0.0,0,1,0,1,1,9,10,2631,60,1,4
5850000.0,4,4,9,6.0,0.0,1,1,0,1,1,7,10,1805,50,1,4
5850000.0,4,3,9,14.0,0.0,0,1,1,1,0,7,10,2178,83,1,4
5850000.0,5,5,11,5.0,0.0,1,1,0,1,1,7,10,2112,39,1,4
5850000.0,3,2,7,9.0,0.0,1,1,0,1,1,9,10,1390,26,1,4
5850000.0,6,4,13,4.0,0.0,1,1,0,1,1,8,10,1516,71,1,4
5900000.0,3,3,7,4.0,0.0,1,1,0,1,1,8,10,1344,24,1,4
5900000.0,3,3,7,6.0,0.0,1,1,1,1,1,8,10,1632,20,1,4
5900000.0,5,3,11,8.0,0.0,1,0,1,1,0,7,10,2199,33,1,4
5900000.0,4,3,9,6.0,0.0,1,1,0,1,0,7,10,1496,60,1,4
5950000.0,4,2,9,8.0,0.0,1,1,0,1,1,9,10,649,29,1,4
5950000.0,3,2,7,0.0,0.0,0,0,0,0,1,7,10,825,21,1,4
5950000.0,4,4,9,11.0,0.0,0,1,1,1,1,7,10,1827,48,1,4
5950000.0,4,4,9,6.0,0.0,0,1,0,1,1,7,10,2230,30,1,4
5950000.0,3,4,7,4.0,0.0,1,1,0,1,1,8,10,1718,32,1,4
5950000.0,4,3,9,11.0,0.0,0,0,1,0,1,9,10,884,40,1,4
5950000.0,5,4,11,10.0,0.0,1,1,1,1,0,7,10,1640,44,1,4
5950000.0,3,3,7,4.0,0.0,0,1,0,1,1,9,10,758,41,1,4
5980000.0,3,3,7,6.0,0.0,0,1,0,1,1,8,10,1095,36,1,4
5995000.0,4,3,9,6.0,0.0,0,1,0,1,1,9,10,1049,39,1,4
5995000.0,4,4,9,8.0,0.0,0,1,1,1,1,8,10,1134,29,1,4
5995000.0,3,3,7,6.0,0.0,0,1,0,1,1,8,10,1852,25,1,4
5995000.0,4,4,9,6.0,0.0,1,1,0,1,1,9,10,1429,12,1,4
5995000.0,5,4,11,9.0,0.0,0,0,1,1,1,7,10,3194,44,1,4
5995000.0,4,3,9,4.0,0.0,0,1,0,1,1,7,10,1330,24,1,4
5995000.0,3,3,7,6.0,0.0,0,1,0,1,1,9,10,1037,37,1,4
5999000.0,1,1,3,0.0,0.0,0,0,1,0,1,9,10,1008,20,1,8
6100000.0,3,3,7,6.0,0.0,0,1,0,1,1,9,10,1280,25,1,4
6195000.0,11,11,23,0.0,0.0,1,1,1,1,1,8,10,3694,12,1,4
6200000.0,5,7,11,6.0,0.0,1,1,1,1,1,9,10,2698,51,1,4
6200000.0,4,3,9,6.0,0.0,0,1,1,1,1,7,10,1663,42,1,4
6250000.0,3,2,7,3.0,0.0,0,1,1,1,1,9,10,708,21,1,4
6300000.0,1,1,3,0.0,0.0,0,0,0,0,1,8,10,755,6,1,10
6300000.0,3,2,7,6.0,0.0,0,0,0,1,1,9,10,912,18,1,4
6350000.0,1,1,3,0.0,0.0,0,0,0,0,1,9,10,545,41,1,8
6385000.0,1,1,3,0.0,0.0,0,0,0,0,1,7,10,788,12,1,10
6395000.0,3,3,7,6.0,400.0,0,1,1,1,1,7,10,2167,32,1,4
6395000.0,5,5,11,2.0,0.0,0,1,0,1,0,7,10,1234,73,1,4
6400000.0,3,1,7,0.0,0.0,0,1,1,0,1,9,10,2333,38,1,4
6400000.0,4,2,9,7.0,0.0,0,1,1,1,1,9,10,1930,62,0,4
6400000.0,4,3,9,4.0,0.0,1,1,0,1,1,9,10,923,31,1,4
6400000.0,3,3,7,3.0,0.0,0,1,0,0,1,9,10,1707,65,1,4
6450000.0,3,3,7,2.0,1614.0,0,1,0,1,1,9,10,949,30,1,4
6450000.0,1,1,3,0.0,0.0,0,0,0,0,1,7,10,818,17,1,10
6450000.0,1,1,3,0.0,0.0,0,0,0,0,1,7,10,567,5,1,8
6490000.0,6,3,13,8.0,0.0,0,1,0,1,1,8,10,1984,30,1,4
6495000.0,6,4,13,4.0,0.0,0,1,1,1,1,8,10,1475,39,1,4
6495000.0,3,2,7,6.0,0.0,0,0,0,1,1,9,10,2723,27,1,4
6495000.0,1,1,3,5.0,0.0,0,0,0,0,1,9,10,1048,15,1,11
6497500.0,3,2,7,9.0,0.0,0,0,0,1,1,9,10,1515,8,1,4
6499000.0,4,4,9,6.0,0.0,0,0,1,0,1,9,10,1051,31,1,4
6500000.0,4,3,9,5.0,0.0,1,1,1,1,1,9,10,2031,27,1,4
6500000.0,1,1,3,0.0,0.0,1,1,0,0,0,7,10,2556,48,1,10
6500000.0,4,3,9,6.0,0.0,1,1,1,1,1,9,10,1348,22,1,4
6500000.0,2,1,5,1.0,0.0,1,1,0,0,0,7,10,3555,37,1,10
6500000.0,4,4,9,4.0,0.0,1,1,1,1,1,7,10,2558,41,1,4
6500000.0,1,1,3,0.0,0.0,0,0,0,0,0,7,10,1508,22,1,10
6500000.0,6,6,13,6.0,0.0,1,1,1,0,0,7,10,1029,49,1,4
6500000.0,6,4,13,4.0,0.0,0,1,0,1,1,7,10,1485,29,1,4
6500000.0,3,3,7,5.0,0.0,0,1,1,1,1,7,10,1243,55,1,4
6500000.0,1,1,3,0.0,0.0,0,1,0,0,1,7,10,1316,18,1,8
6500000.0,4,2,9,2.0,0.0,0,1,0,1,1,7,10,1697,29,1,4
6500000.0,3,3,7,7.0,0.0,0,1,0,1,1,8,10,1153,39,1,4
6500000.0,5,2,11,2.0,0.0,0,0,0,1,1,8,10,755,37,1,4
6500000.0,4,3,9,4.0,0.0,0,1,0,1,1,9,10,1847,23,1,4
6500000.0,6,4,13,4.0,0.0,0,1,0,1,1,7,10,1386,41,1,4
6500000.0,3,3,7,4.0,0.0,0,1,0,1,1,9,10,362,31,1,4
6500000.0,3,3,7,8.0,0.0,1,1,1,1,0,7,10,1567,43,1,4
6500000.0,1,1,3,0.0,0.0,0,0,0,0,0,7,10,727,11,1,10
6550000.0,3,3,7,4.0,0.0,1,1,0,0,1,8,10,745,30,1,4
6600000.0,4,5,9,9.0,0.0,0,1,0,1,1,9,10,1833,28,1,4
6700000.0,4,2,9,4.0,0.0,0,1,0,0,1,8,10,821,42,1,4
6700000.0,3,3,7,2.0,0.0,0,0,0,0,1,9,10,1346,31,1,5
6700000.0,5,5,11,4.0,0.0,1,1,1,1,1,9,10,928,35,1,4
6750000.0,4,5,9,12.0,0.0,1,1,0,1,1,9,10,2413,40,1,4
6750000.0,1,1,3,0.0,0.0,0,0,0,0,1,7,10,916,18,1,8
6750000.0,2,2,5,2.0,113.0,1,1,0,1,1,9,10,781,19,1,5
6799000.0,4,2,9,8.0,354.0,0,1,1,1,1,7,10,1372,40,1,4
6800000.0,4,4,9,6.0,0.0,0,1,1,1,0,7,10,1874,38,1,4
6850000.0,6,4,13,14.0,0.0,0,1,0,1,1,7,10,5078,53,1,4
6879000.0,5,4,11,4.0,0.0,0,0,0,1,1,7,10,455,20,1,4
6900000.0,1,1,3,0.0,0.0,0,0,0,0,1,9,10,439,14,1,8
6900000.0,1,1,3,0.0,0.0,0,0,0,0,1,9,10,825,12,1,8
6900000.0,8,6,17,4.0,0.0,1,1,0,1,1,7,10,1054,46,1,4
6900000.0,1,1,3,0.0,0.0,0,0,0,0,1,9,10,968,13,1,8
6950000.0,3,3,7,4.0,0.0,0,0,0,0,1,8,10,1487,39,1,4
6950000.0,6,4,13,4.0,0.0,0,1,0,1,1,9,10,2110,59,1,4
6950000.0,5,3,11,3.0,0.0,0,1,0,1,1,8,10,1844,18,1,4
6950000.0,1,1,3,0.0,1177.0,0,0,0,0,0,7,10,362,5,1,11
6950000.0,7,5,15,6.0,0.0,1,1,1,1,1,7,10,1121,50,1,4
6950000.0,3,3,7,11.0,1416.0,0,1,1,1,1,9,10,1367,49,1,4
6950000.0,4,3,9,3.0,0.0,0,1,1,0,1,9,10,1223,30,1,4
6950000.0,3,3,7,6.0,0.0,1,1,1,1,1,9,10,1316,42,1,4
6975000.0,3,2,7,8.0,0.0,0,1,0,1,1,9,10,750,24,1,4
6975000.0,3,3,7,4.0,0.0,1,1,1,1,1,8,10,1908,30,1,4
6980000.0,2,3,5,6.0,0.0,0,1,0,1,1,9,10,3372,11,1,4
6995000.0,4,4,9,8.0,745.0,0,1,1,1,1,7,10,4346,41,1,4
7000000.0,5,5,11,6.0,0.0,0,1,0,1,1,9,10,1139,31,1,4
7000000.0,2,1,5,8.0,990.0,0,0,0,1,1,9,10,649,18,1,4
7000000.0,3,1,7,2.0,0.0,0,0,0,0,1,7,10,876,39,1,10
7250000.0,4,3,9,4.0,0.0,0,0,0,1,1,9,10,749,37,1,4
7250000.0,4,3,9,4.0,0.0,0,1,0,1,1,9,10,2248,25,1,4
7350000.0,5,4,11,8.0,0.0,0,1,0,1,1,7,10,1728,29,1,4
7350000.0,5,5,11,6.0,0.0,0,1,0,1,1,7,10,1693,51,1,4
7400000.0,3,4,7,34.0,0.0,0,1,0,0,1,7,10,4573,43,1,10
7400000.0,1,3,3,2.0,0.0,0,0,0,0,1,7,10,1129,41,1,10
7400000.0,3,3,7,2.0,0.0,0,1,1,1,1,9,10,1184,43,1,4
7490000.0,5,3,11,8.0,0.0,1,1,1,0,1,9,10,2036,44,1,4
7500000.0,5,4,11,6.0,0.0,1,1,0,1,0,7,10,1381,33,1,4
7500000.0,3,2,7,4.0,716.0,0,1,0,1,1,9,10,621,32,1,4
7500000.0,5,4,11,8.0,0.0,0,1,0,1,1,7,10,1213,49,1,4
7500000.0,2,2,5,0.0,644.0,0,1,0,1,1,9,10,1019,37,1,4
7550000.0,6,3,13,5.0,0.0,0,1,0,1,1,7,10,2337,80,1,4
7550000.0,4,4,9,10.0,0.0,1,1,1,1,1,9,10,2049,47,1,4
7800000.0,5,4,11,8.0,695.0,0,1,0,1,1,9,10,1463,48,1,4
7800000.0,7,7,15,7.0,0.0,0,1,0,1,0,7,10,2377,37,1,4
7900000.0,3,3,7,13.0,0.0,1,1,1,1,1,7,10,1492,60,1,4
7950000.0,4,2,9,6.0,0.0,1,1,0,1,1,8,10,2118,42,1,4
7950000.0,3,4,7,8.0,0.0,0,1,0,1,1,9,10,1542,20,1,4
7995000.0,3,3,7,6.0,75.0,0,1,1,1,1,9,10,1859,36,1,4
8000000.0,5,4,11,6.0,0.0,1,1,0,1,1,9,10,983,21,1,4
8000000.0,3,3,7,4.0,0.0,0,1,0,1,1,9,10,1478,46,1,4
8000000.0,5,4,11,6.0,1268.0,0,1,0,0,1,7,10,536,64,1,4
8178000.0,3,3,7,6.0,0.0,0,1,1,1,1,9,10,1688,11,1,4
8178000.0,3,4,7,6.0,0.0,0,1,0,1,1,9,10,2578,28,1,4
8400000.0,3,3,7,4.0,378.0,1,1,0,1,1,8,10,1427,18,1,4
8400000.0,5,5,11,7.0,0.0,0,1,0,1,1,9,10,790,34,1,4
8500000.0,5,5,11,5.0,0.0,0,0,1,0,1,7,10,1226,44,1,4
8500000.0,5,5,11,8.0,0.0,0,1,1,1,1,7,10,1876,48,1,4
8500000.0,4,4,9,6.0,0.0,1,1,0,1,1,7,10,884,29,1,4
8500000.0,3,2,7,6.0,0.0,1,1,1,1,0,7,10,936,28,1,4
8500000.0,5,5,11,5.0,0.0,0,1,1,1,1,7,10,1219,31,1,4
8500000.0,5,4,11,4.0,550.0,0,0,0,1,1,7,10,1622,38,1,4
8600000.0,6,4,13,10.0,0.0,1,1,1,1,1,9,10,1831,63,0,4
8750000.0,7,7,15,2.0,350.0,1,1,1,0,1,9,10,1952,46,1,4
